State,State/Tribal/Other,Agency,Unit/Office,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Florida,Division of Alcoholic Beverages and Tobacco:,Flagler County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Franklin County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Gadsden County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Gilchrist County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Glades County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Gulf County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Hamilton County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Hardee County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Hendry County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Hernando County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Highlands County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Hillsborough County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Holmes County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Indian River County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Jackson County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Jefferson County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Lafayette County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Lake County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Lee County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Leon County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Levy County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Liberty County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Madison County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Manatee County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Marion County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Martin County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Miami-Dade County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Monroe County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Nassau County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Okaloosa County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Okeechobee County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Orange County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Osceola County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Palm Beach County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Pasco County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Pinellas County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Polk County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Putnam County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Santa Rosa County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Sarasota County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Seminole County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,St. Johns County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,St. Lucie County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Sumter County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Suwannee County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Taylor County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Union County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Volusia County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Wakulla County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Walton County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Alcoholic Beverages and Tobacco:,Washington County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Broward County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Duval County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Escambia County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Hillsborough County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Lee County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Leon County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Miami-Dade County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Orange County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Palm Beach County,,0,0,0,0,0,0,0,0,0,0
Florida,Division of Investigative and Forensic Services:,Pinellas County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Alachua County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Baker County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Bay County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Bradford County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Brevard County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Broward County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Calhoun County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Charlotte County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Citrus County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Clay County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Collier County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Columbia County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,DeSoto County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Dixie County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Duval County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Escambia County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Flagler County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Franklin County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Gadsden County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Gilchrist County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Glades County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Gulf County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Hamilton County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Hardee County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Hendry County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Hernando County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Highlands County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Hillsborough County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Holmes County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Indian River County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Jackson County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Jefferson County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Lafayette County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Lake County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Lee County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Leon County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Levy County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Liberty County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Madison County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Manatee County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Marion County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Martin County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Miami-Dade County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Monroe County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Nassau County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Okaloosa County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Okeechobee County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Orange County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Osceola County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Palm Beach County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Pasco County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Pinellas County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Polk County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Putnam County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Santa Rosa County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Sarasota County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Seminole County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,St. Johns County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,St. Lucie County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Sumter County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Suwannee County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Taylor County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Union County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Volusia County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Wakulla County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Walton County,,0,0,0,0,0,0,0,0,0,0
Florida,Fish and Wildlife Conservation Commission:,Washington County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Alachua County,,11,0,0,0,11,15,3,6,6,0
Florida,Highway Patrol:,Baker County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Bay County,,0,0,0,0,0,1,0,1,0,0
Florida,Highway Patrol:,Bradford County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Brevard County,,1,0,0,0,1,0,0,0,0,0
Florida,Highway Patrol:,Broward County,,51,0,0,0,51,27,0,27,0,0
Florida,Highway Patrol:,Calhoun County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Charlotte County,,48,0,0,0,48,3,0,3,0,0
Florida,Highway Patrol:,Citrus County,,7,0,0,0,7,9,0,0,9,0
Florida,Highway Patrol:,Clay County,,1,0,0,0,1,0,0,0,0,0
Florida,Highway Patrol:,Collier County,,14,0,0,0,14,18,0,4,14,0
Florida,Highway Patrol:,Columbia County,,36,0,0,0,36,2,0,2,0,0
Florida,Highway Patrol:,DeSoto County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Dixie County,,2,0,0,0,2,0,0,0,0,0
Florida,Highway Patrol:,Duval County,,9,0,0,1,8,27,0,12,15,0
Florida,Highway Patrol:,Escambia County,,9,0,0,0,9,42,0,24,18,0
Florida,Highway Patrol:,Flagler County,,0,0,0,0,0,3,0,0,3,0
Florida,Highway Patrol:,Franklin County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Gadsden County,,14,0,0,0,14,3,0,3,0,0
Florida,Highway Patrol:,Gilchrist County,,3,0,0,0,3,0,0,0,0,0
Florida,Highway Patrol:,Glades County,,0,0,0,0,0,1,0,1,0,0
Florida,Highway Patrol:,Gulf County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Hamilton County,,0,0,0,0,0,3,0,0,3,0
Florida,Highway Patrol:,Hardee County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Hendry County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Hernando County,,3,0,0,0,3,0,0,0,0,0
Florida,Highway Patrol:,Highlands County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Hillsborough County,,31,0,0,0,31,47,2,23,22,1
Florida,Highway Patrol:,Holmes County,,0,0,0,0,0,3,0,0,3,0
Florida,Highway Patrol:,Indian River County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Jackson County,,9,0,0,0,9,0,0,0,0,0
Florida,Highway Patrol:,Jefferson County,,0,0,0,0,0,4,0,1,3,0
Florida,Highway Patrol:,Lafayette County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Lake County,,3,0,0,0,3,2,0,2,0,0
Florida,Highway Patrol:,Lee County,,22,0,0,0,22,17,15,0,2,1
Florida,Highway Patrol:,Leon County,,0,0,0,0,0,17,8,6,3,0
Florida,Highway Patrol:,Levy County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Liberty County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Madison County,,2,0,0,0,2,0,0,0,0,0
Florida,Highway Patrol:,Manatee County,,12,0,0,0,12,3,0,0,3,0
Florida,Highway Patrol:,Marion County,,21,0,0,0,21,6,0,3,3,0
Florida,Highway Patrol:,Martin County,,0,0,0,0,0,3,0,3,0,0
Florida,Highway Patrol:,Miami-Dade County,,96,0,0,0,96,22,0,11,11,0
Florida,Highway Patrol:,Monroe County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Nassau County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Okaloosa County,,22,0,0,0,22,0,0,0,0,0
Florida,Highway Patrol:,Okeechobee County,,17,0,0,0,17,7,0,0,7,0
Florida,Highway Patrol:,Orange County,,7,0,0,0,7,16,0,7,9,0
Florida,Highway Patrol:,Osceola County,,0,0,0,0,0,2,0,2,0,0
Florida,Highway Patrol:,Palm Beach County,,152,0,0,0,152,18,0,5,13,0
Florida,Highway Patrol:,Pasco County,,24,0,0,0,24,24,0,21,3,0
Florida,Highway Patrol:,Pinellas County,,5,0,0,0,5,0,0,0,0,0
Florida,Highway Patrol:,Polk County,,45,0,0,0,45,1,0,1,0,0
Florida,Highway Patrol:,Putnam County,,0,0,0,0,0,4,0,4,0,0
Florida,Highway Patrol:,Santa Rosa County,,24,0,0,0,24,0,0,0,0,0
Florida,Highway Patrol:,Sarasota County,,3,0,0,0,3,0,0,0,0,0
Florida,Highway Patrol:,Seminole County,,0,0,0,0,0,1,0,1,0,0
Florida,Highway Patrol:,St. Johns County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,St. Lucie County,,1,0,0,0,1,35,0,20,15,0
Florida,Highway Patrol:,Sumter County,,24,0,0,0,24,0,0,0,0,0
Florida,Highway Patrol:,Suwannee County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Taylor County,,12,0,0,0,12,13,0,1,12,0
Florida,Highway Patrol:,Union County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Volusia County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Wakulla County,,1,0,0,0,1,0,0,0,0,0
Florida,Highway Patrol:,Walton County,,0,0,0,0,0,0,0,0,0,0
Florida,Highway Patrol:,Washington County,,3,0,0,0,3,0,0,0,0,0
Florida,Tribal Agencies,Miccosukee Tribal,,6,0,0,0,6,192,6,184,2,0
Florida,Seminole Tribal,,,73,0,6,27,40,550,24,469,57,0
Florida,Other Agencies,Clay County School Board,,0,0,0,0,0,44,2,42,0,0
Florida,Duval County Schools,,,28,0,1,6,21,201,67,130,4,2
Florida,Florida School for the Deaf and Blind,,,0,0,0,0,0,1,0,1,0,0
Florida,Fort Lauderdale Airport,,,10,0,1,0,9,347,9,289,49,0
Florida,Jackson County School District,,,7,0,0,0,7,4,1,3,0,0
Florida,Jacksonville Aviation Authority,,,0,0,0,0,0,66,4,26,36,0
Florida,Lee County Port Authority,,,0,0,0,0,0,40,0,37,3,0
Florida,Melbourne International Airport,,,1,0,0,0,1,10,0,3,7,0
Florida,Miami-Dade County Public Schools,,,101,0,18,23,60,151,76,70,5,1
Florida,Northwest Florida Beaches International Airport,,,0,0,0,0,0,8,0,8,0,0
Florida,Palm Beach County School District,,,40,0,5,10,25,320,20,297,3,3
Florida,Port Everglades,,,15,0,7,0,8,43,0,42,1,0
Florida,Sarasota County Schools,,,13,0,0,2,11,20,1,19,0,0
Florida,Sarasota-Manatee Airport Authority,,,0,0,0,0,0,20,0,0,20,0
Florida,St. Petersburg-Clearwater International Airport,,,0,0,0,0,0,1,0,1,0,0
Florida,Tampa International Airport,,,6,0,0,0,6,145,5,108,32,0
Florida,Volusia County Beach Safety,,,10,0,0,2,8,75,0,73,2,0
Georgia,State Agencies,Georgia Department of Transportation,Office of Investigations,0,0,0,0,0,0,0,0,0,0
Georgia,Georgia Forestry Commission,,,0,0,0,0,0,3,1,2,0,45
Georgia,Georgia Public Safety Training Center,,,0,0,0,0,0,0,0,0,0,0
Georgia,Georgia World Congress,,,2,0,0,0,2,203,1,201,1,
Georgia,Ports Authority,Savannah,,0,0,0,0,0,8,1,7,0,0
Georgia,Other Agencies,Atlanta Public Schools,,23,0,16,4,3,198,33,156,9,3
Georgia,Augusta Board of Education,,,2,0,2,0,0,48,3,45,0,
Georgia,Bibb County Board of Education,,,5,0,0,2,3,43,2,40,1,0
Georgia,Cherokee County Board of Education,,,9,0,3,0,6,67,0,67,0,1
Georgia,Cherokee County Marshal,,,0,0,0,0,0,0,0,0,0,0
Georgia,Fulton County Marshal,,,4,0,0,0,4,30,0,15,15,0
Georgia,Fulton County School System,,,9,0,2,4,3,111,12,95,4,1
Georgia,Glynn County School System,,,4,0,0,1,3,18,0,18,0,0
Georgia,Gwinnett County Public Schools,,,39,0,24,3,12,151,4,145,2,5
Georgia,Hall County Marshal,,,0,0,0,0,0,0,0,0,0,0
Georgia,Stone Mountain Park,,,0,0,0,0,0,22,5,15,2,
Idaho,State Agencies,Idaho State Police,,38,9,5,0,24,10,2,3,5,0
Idaho,Tribal Agencies,Coeur d'Alene Tribal,,8,0,1,3,4,68,16,45,7,0
Idaho,Tribal Agencies,Fort Hall Tribal,,56,0,8,0,48,177,17,137,23,5
Idaho,Tribal Agencies,Kootenai Tribal,,1,0,0,0,1,0,0,0,0,0
Indiana,State Agencies,Indiana State Excise Police,,1,0,0,0,1,6,0,6,0,0
Indiana,Northern Indiana Commuter Transportation District,,,0,0,0,0,0,20,0,16,4,0
Indiana,State Police:,Adams County,,0,0,0,0,0,1,0,1,0,0
Indiana,State Police:,Allen County,,5,0,1,0,4,19,0,15,4,0
Indiana,State Police:,Bartholomew County,,2,0,0,0,2,5,2,1,2,0
Indiana,State Police:,Cass County,,3,0,2,0,1,10,1,8,1,0
Indiana,State Police:,Clark County,,11,0,2,0,9,32,3,22,7,0
Indiana,State Police:,Clay County,,6,0,3,0,3,4,0,3,1,0
Indiana,State Police:,Clinton County,,2,0,0,0,2,5,1,1,3,0
Indiana,State Police:,Crawford County,,13,0,2,1,10,11,1,9,1,0
Indiana,State Police:,Daviess County,,1,0,0,0,1,13,2,10,1,0
Indiana,State Police:,Dearborn County,,7,0,5,0,2,5,0,5,0,0
Indiana,State Police:,Decatur County,,3,0,0,0,3,3,1,2,0,0
Indiana,State Police:,DeKalb County,,6,0,6,0,0,12,5,2,5,0
Indiana,State Police:,Delaware County,,2,0,0,0,2,3,0,2,1,0
Indiana,State Police:,Dubois County,,7,1,1,0,5,19,3,13,3,0
Indiana,State Police:,Elkhart County,,1,0,0,0,1,18,0,13,5,0
Indiana,State Police:,Floyd County,,6,0,2,0,4,19,1,7,11,0
Indiana,State Police:,Fountain County,,7,0,0,1,6,3,2,1,0,0
Indiana,State Police:,Franklin County,,2,0,0,0,2,6,0,6,0,0
Indiana,State Police:,Fulton County,,1,0,1,0,0,4,2,0,2,1
Indiana,State Police:,Gibson County,,17,0,3,0,14,8,0,6,2,0
Indiana,State Police:,Grant County,,4,1,0,0,3,4,0,3,1,0
Indiana,State Police:,Greene County,,6,0,0,0,6,15,2,10,3,0
Indiana,State Police:,Hamilton County,,2,0,1,0,1,4,0,3,1,0
Indiana,State Police:,Hancock County,,0,0,0,0,0,6,0,4,2,0
Indiana,State Police:,Harrison County,,7,0,1,0,6,13,0,10,3,0
Indiana,State Police:,Hendricks County,,1,0,0,0,1,27,0,12,15,0
Indiana,State Police:,Henry County,,12,0,0,0,12,8,1,7,0,0
Indiana,State Police:,Howard County,,7,0,3,1,3,6,1,5,0,0
Indiana,State Police:,Huntington County,,1,0,0,1,0,4,0,4,0,0
Indiana,State Police:,Jackson County,,10,0,2,1,7,13,2,7,4,0
Indiana,State Police:,Jasper County,,2,0,0,0,2,4,1,2,1,0
Indiana,State Police:,Jefferson County,,12,0,0,0,12,12,3,9,0,0
Indiana,State Police:,Knox County,,2,0,1,0,1,12,1,9,2,0
Indiana,State Police:,Kosciusko County,,4,0,1,0,3,8,1,6,1,0
Indiana,State Police:,LaGrange County,,2,0,0,0,2,11,1,9,1,0
Indiana,State Police:,Lake County,,18,0,1,1,16,59,1,25,33,0
Indiana,State Police:,La Porte County,,9,1,0,2,6,14,1,11,2,0
Indiana,State Police:,Lawrence County,,6,0,0,0,6,10,3,5,2,0
Indiana,State Police:,Madison County,,14,1,0,0,13,10,2,5,3,0
Indiana,State Police:,Marion County,,42,1,10,4,27,286,4,135,147,0
Indiana,State Police:,Marshall County,,3,0,2,0,1,10,2,5,3,1
Indiana,State Police:,Martin County,,9,0,3,0,6,4,0,4,0,0
Indiana,State Police:,Miami County,,20,1,3,0,16,27,5,18,4,0
Indiana,State Police:,Monroe County,,4,1,1,0,2,29,3,18,8,0
Indiana,State Police:,Montgomery County,,7,0,0,1,6,5,1,4,0,0
Indiana,State Police:,Morgan County,,3,0,3,0,0,24,0,5,19,0
Indiana,State Police:,Noble County,,1,0,0,0,1,8,1,5,2,0
Indiana,State Police:,Orange County,,7,0,5,0,2,12,1,11,0,0
Indiana,State Police:,Perry County,,2,0,0,0,2,5,0,3,2,1
Indiana,State Police:,Pike County,,5,0,0,0,5,6,2,4,0,0
Indiana,State Police:,Porter County,,5,0,1,0,4,27,0,23,4,0
Indiana,State Police:,Posey County,,13,0,1,0,12,5,1,4,0,0
Indiana,State Police:,Putnam County,,7,0,5,0,2,6,0,4,2,0
Indiana,State Police:,Ripley County,,14,0,2,0,12,24,7,12,5,1
Indiana,State Police:,Rush County,,0,0,0,0,0,3,2,1,0,0
Indiana,State Police:,Scott County,,10,1,5,1,3,10,0,7,3,0
Indiana,State Police:,Spencer County,,6,1,2,0,3,15,2,10,3,0
Indiana,State Police:,Steuben County,,5,0,0,0,5,13,1,9,3,2
Indiana,State Police:,St. Joseph County,,3,0,0,0,3,14,1,8,5,0
Indiana,State Police:,Sullivan County,,11,0,5,1,5,8,2,5,1,0
Indiana,State Police:,Tippecanoe County,,10,1,4,0,5,29,1,22,6,0
Indiana,State Police:,Vanderburgh County,,6,0,1,0,5,13,1,11,1,0
Indiana,State Police:,Vigo County,,13,0,1,0,12,31,6,18,7,0
Indiana,State Police:,Wabash County,,2,0,0,1,1,2,0,2,0,0
Indiana,State Police:,Warren County,,0,0,0,0,0,3,2,0,1,0
Indiana,State Police:,Warrick County,,1,0,0,0,1,4,1,2,1,0
Indiana,State Police:,Washington County,,8,0,2,0,6,12,4,7,1,0
Indiana,State Police:,Wayne County,,3,0,0,0,3,4,0,4,0,0
Indiana,State Police:,White County,,0,0,0,0,0,6,0,6,0,1
Indiana,State Police:,Whitley County,,4,0,3,0,1,7,0,5,2,0
Kansas,State Agencies,Highway Patrol:,Capitol,0,0,0,0,0,17,3,14,0,0
Kansas,State Agencies,Troop A,,29,0,0,0,29,6,1,4,1,0
Kansas,State Agencies,Troop B,,10,1,0,0,9,4,1,1,2,0
Kansas,State Agencies,Troop C,,4,0,0,0,4,2,0,0,2,0
Kansas,State Agencies,Troop D,,2,0,0,0,2,2,0,0,2,0
Kansas,State Agencies,Troop E,,3,0,0,0,3,1,0,0,1,0
Kansas,State Agencies,Troop F,,9,0,0,0,9,5,0,2,3,0
Kansas,State Agencies,Troop G,,7,1,0,0,6,25,1,14,10,0
Kansas,State Agencies,Troop H,,17,1,0,0,16,1,0,1,0,0
Kansas,State Agencies,Troop N,,0,0,0,0,0,1,0,0,1,0
Kansas,State Agencies,Troop S,,0,0,0,0,0,1,0,0,1,0
Kansas,Kansas Alcoholic Beverage Control,,,0,0,0,0,0,0,0,0,0,0
Kansas,Kansas Bureau of Investigation,,,18,2,4,1,11,2,0,2,0,0
Kansas,Kansas Department of Wildlife and Parks,,,1,0,0,0,1,12,2,10,0,0
Kansas,Securities Office,Investigation Section,,0,0,0,0,0,0,0,0,0,0
